Reviewer_Name,Stars,title,review,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
Gerald Cox,5.0 out of 5 stars,Good app.,"This is an easy to use & setup app on my Fire HDX. I have an older model HP laserjet printer that I have connected to my computer with a &#34;printer cable&#34;, not wi-fi. I wasn't sure if I could print on it with my wi-devices. I tought I would have to purchase a new printer. The app recognized my network and installed my old printer with no problems.",,,,negative
Swellen,5.0 out of 5 stars,Great product...,"I have a Canon Pixma MG7520 and this app will not work with this printer.Â  When I sent my error message to them, this is the response:""this happens because the printer is not supported.Unfortunately we are not sure when or if we are going to be able to create a mobile driver for thisprinter. There are no drivers that are known to be compatible with this printer""",,,,negative
MARI,5.0 out of 5 stars,Love it.,Something came up while on my Kindle Fire's web connection that I wanted to print off. Unfortunately I didn't have a print button so I backed out and went to the app store and found this one. I use Hammermill copy paper so I thought the app would be fine. It is and I had no problems with it doing a wireless check for my printer and sending the web page to the printer.,,,,negative
Annie,3.0 out of 5 stars,"Tried to use, switch to canon print",Not sure what i liked or didnt as it never worked,,,,negative
Tlc,1.0 out of 5 stars,app didnt work,The print quality is terrible. Doesn't seem to be compatible with my printer. Waste of money,,,,negative
Paul,5.0 out of 5 stars,I'm really glad that the Print Hammermill is out there,when I first downloaded the app it worked fine. But after that it stopped working and I had to downloadÂ  another app.,,,,negative
Tyler's mom,5.0 out of 5 stars,Easy to use and works great!,"We will see how it works as I use it. But, it is not a free so to use. It is for to download. When you try to use it you have to pay. I hope it isn't a monthly charge.",,,,negative
Amazon Customer,2.0 out of 5 stars,Not free,Waste of money. I could not use.on any devise.,,,,negative
MissSandyDee,1.0 out of 5 stars,Not hp compatible.....,Works with all printers no problem.,,,,negative
Clay,1.0 out of 5 stars,Still Need to Setup Driver,"works for me wifi prints every time, I'm in a different room no problem",,,,negative
J. Ulrich,5.0 out of 5 stars,nice little printer,"Installed easily on my Kindle Fire HDX and quickly found my HP wireless printer. The printer usually requires one to hook up the printer to the computer with a USB cable to download the software to run the printer--not so with this app for the Fire! Took about one minute to download, install, and print a test page! Incredible!",,,,negative
Kindle Customer,5.0 out of 5 stars,Fast and easy...printing in seconds,Very easy to use. No problem finding printer.,,,,negative
Stitches4749,1.0 out of 5 stars,Print app,Supposed to work with Kindle fire well it DIDN'T,,,,negative
nelsonsmoke,1.0 out of 5 stars,Not for my Kindle,"I can't seem to find any of the printer apps that will work with my Kindle fire gen 10!Â  I have tried Hammer Print, printbot, print from anywhere, and the Epson app.... None of them work!",,,,negative
Cathie B,1.0 out of 5 stars,Doesn't work!,"Unable to get it to print from any of my android devices.Â  Difficult to sync my printer with tne app, and ut atill would not work.",,,,negative
Kindle Customer,2.0 out of 5 stars,Not for Android?,Does not load on Amazon HD,,,,negative
Matt,1.0 out of 5 stars,It will not download,"Installed on my Kindle Fire HD 8.9 and set up was easy, walked right thru it with no problems. Using a Canon wireless printer. Everything I have needed to print has been crystal clear.First time I have had something work with a Kindle for printing.Making my life a little easier.",,,,negative
Mary Katherine Fox Wicker,5.0 out of 5 stars,All!,It horrible it do not work for me at all,,,,negative
LILLIE LORETTA JOHNSON,2.0 out of 5 stars,Horrible app,"Finally, a print app that actually works on a Kindle Fire 8 HD!!Easy to use and found my Epsom printer quickly. Installing the 2 downloads it identified as needed took only seconds, and I was printing within minutes.",,,,negative
Stargazzer66,4.0 out of 5 stars,Program,"I couldn't get it to work..Must be a 'Trick"" or something you have to do..You know,Â  roll over, hold your hand on your ass or something??",,,,negative
Terry,5.0 out of 5 stars,Useful app,Stay away from this app and developer.Â  Danger Will Robinson!,,,,negative
Joshua Algien,1.0 out of 5 stars,DOES NOT WORK WITH AMAZON!,No problems printing.,,,,negative
D Kay Erben,5.0 out of 5 stars,Hammer Print,Has to download everything to OFF format. Not everything you want to print is downloadable! And now Amazon Kindle Fire has no other options since HP pulled their one click printer app.,,,,negative
Gloria,5.0 out of 5 stars,Fast,No print driver for my printer so I went back to go e print.,,,,negative
ldmitchell,4.0 out of 5 stars,Very easy and works,This printer app works well with my Kindle Fire HD 10.,,,,negative
bmoorer,5.0 out of 5 stars,Five Stars,"At last, I can print from my Fire HDX 8.9!Â  I was so disappointed when I couldn't get the Cannon app to work with my new Pixma printer.Â  Thanks to reviewers who mentioned the Fire HD and gave me reason to try this app.Â  I do get an error message, but not until it has finished printing.Â  No problem!",,,,negative
Jerry Leone,4.0 out of 5 stars,This was the one recommended to me by Amazon,"Would not work with my Canon TS 9020. Paid for another app that also didn't work on my 7"" Kindle fire HDX. Not happy!!",,,,negative
gamer 1,5.0 out of 5 stars,#1 app for Kendles and Cannon printer,It said I needed to purchase another app for $4.99 in order to print anything and that didn't work either. What a scam!!!,,,,negative
shortfuze,1.0 out of 5 stars,$4.99 for nothing!!,Dislikes,,,,negative
Donald Winder,5.0 out of 5 stars,"I would have to say that this is a great product, unfortunately it did not work for me ...",It did not connect to my Kindle Fire and apparently I had to purchase an upgrade for it to work. Very disappointing,,,,negative
Teresa,5.0 out of 5 stars,THE BEST WIRELESS PRINTING APP!!!,"I purchased this application for FREE for my Kindle Fire 2011 to print wirelessly on my HP Deskjet 2540 printer.I can print files located on the Kindle and Google Drive, but not my Gmail emails:always getting error message ""Authorization Failed or Network Error has occured"".",,,,negative
Leta Singleton,5.0 out of 5 stars,Five Stars,Waste of money,,,,negative
Steve,1.0 out of 5 stars,Donât download,"Great,but has some internal program problems like deleting and gets e-mails on it's own!?",,,,negative
Debbie,5.0 out of 5 stars,Love it,Worked when first down loaded but within a short time quit working...my be my problem on Kindle not sure.,,,,negative
Terri Randall,2.0 out of 5 stars,Two Stars,Doesn't work!. I tried to print recipes from Pintrest and it never worked. Don't bother with the app.,,,,negative
Mamie314,5.0 out of 5 stars,User friendly,Would not work with my kindle fire 10 tablet.,,,,negative
walter lurz,1.0 out of 5 stars,Not with a kindle,Fire will not print without this app epso n printer,,,,negative
Michael E. Kristek,5.0 out of 5 stars,An Amazing program! Using just my Kindal Fire Tablet,No instuctions,,,,negative
Elmer Williamson,1.0 out of 5 stars,uninstall,"Of all of the apps that I have tried, even the ones specifically made for the printer,Â  this one worked with all the wi-fi printers I have tried.Â  I have used it on HP, Brother, and Epson with minimal setup.Â  The hardest part is just finding where the document I wanted to print is hiding on my phone.Â  I would and have recommended Print Hammermill to others.",,,,negative
Kutzeh,5.0 out of 5 stars,Kindle friendly,Installed on a Fire HD 8 tablet because it worked well on my phone.,,,,negative
Amazon Customer,5.0 out of 5 stars,Five Stars,"It seems that this app is not compatible with Kindles. A disappointment, but not the end of the world.",,,,negative
Alejandra Blair,2.0 out of 5 stars,No toÂ  goodÂ  (when downloaded on a smart phone ),"Could not get my Fire 10.8"" tablet to print with this app.Â  I even called Amazon help.Â  They took control of my tablet and tried for 20 min. to get the app. to work.Â  They do not know what is wrong.",,,,negative
TOH,1.0 out of 5 stars,Did not work,Not useful for me and totally unnessary.,,,,negative
Diane B Goodwin,5.0 out of 5 stars,Great for printing from your Kindle.,I will gladly change my rating it I can get it to work. I am trying to print from my kindle hd fire. I was able to get my printer configured but nothing is printing. The page comes through blank. One reviewer said to change &#34;protocal setting to 'IPP' but it won't allow me to do that.Â  Any suggestions?,,,,negative
LMS,1.0 out of 5 stars,Help!,It seems to work ok but didn't like all of the permissions it has.,,,,negative
AL,4.0 out of 5 stars,nice app,Only print app that works with fire,,,,negative
Neptune,5.0 out of 5 stars,Printer app for Brother HL 2270-DW,"Have no idea if app works at all.Â  It did find my printer; but after multiple attempts, it failed every time.",,,,negative
WFG Topeka,5.0 out of 5 stars,Can't get much better than that,"This software found both our printers, one an hp and one an Epson. So, the fact it can see and we have printed to both from the kindle fire is heartening. Just knitting patterns. Haven't printed graphics yet.",,,,negative
Prince Owusu,5.0 out of 5 stars,good,"I was disappointed that I wasn't able to use this app.Â  Surprisingly didn't have my Dell printer.Â  Oh, let me correct that, it found my printer but then directed me to download another file to make it work.Â  Looking for a one-stop app.",,,,negative
